taxonNameID,scientificName,acceptedTaxonNameID,acceptedTaxonName,higherTaxonNameID,higherTaxonName,basionymID,basionym,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,nomenclaturalCode,namePublicationID,namePublishedIn,taxonomicStatus,nomenclaturalStatus,taxonRemarks,taxonConceptID,taxonAccordingTo
,"nasturtii",,"",,"",,"Cercospora nasturtii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 254","","","",,""
,"Coccodiella",,"",,"",,"","","","","","","","","","","Genus","Hara","",,"Bot. Mag., Tokyo,  24: 224 (1910)","","","",,""
,"arundinariae",,"",,"",,"Coccodiella arundinariae","","","","","","","","","","Species","Hara","ICBN",,"Bot. Mag., Tokyo,  24: 224 (1910)","","Assumed Valid","",,""
,"Coccodiella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 438","","","",,""
,"arundinariae",,"",,"",,"Coccodiella arundinariae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 438","","","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","Speg.","",,"Boln Acad. nac. Cienc. Córdoba,  11(2): 151 (1888)","","","",,""
,"sarmienti",,"",,"",,"Cortinarius sarmienti","","","","","","","","","","Species","Speg.","ICBN",,"Boln Acad. nac. Cienc. Córdoba,  11(2): 151 (1888)","","Assumed Valid","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 118","","","",,""
,"sarmienti",,"",,"",,"Cortinarius sarmienti","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 118","","","",,""
,"Cortinarius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 943","","","",,""
,"sarmienti",,"",,"",,"Cortinarius sarmienti","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 943","","","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","Pass.","",,"Index Fungorum","","","",,""
,"ulmifolia",,"",,"",,"Hendersonia ulmifolia","","","","","","","","","","Species","Pass.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: xxxviii, xxxviii","","","",,""
,"ulmifolia",,"",,"",,"Hendersonia ulmifolia","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: xxxviii, xxxviii","","","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 332","","","",,""
,"ulmifolia",,"",,"",,"Hendersonia ulmifolia","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 332","","","",,""
,"Hendersonia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 165","","","",,""
,"ulmifolia",,"",,"",,"Hendersonia ulmifolia","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 165","","","",,""
,"Marasmius",,"",,"",,"","","","","","","","","","","Genus","Henn.","",,"Die Pflanzenwelt Ost. Afrikas & der Nachbargebiete, Teil C: 59 (1895)","","","",,""
,"volkensii",,"",,"",,"Marasmius volkensii","","","","","","","","","","Species","Henn.","ICBN",,"Die Pflanzenwelt Ost. Afrikas & der Nachbargebiete, Teil C: 59 (1895)","","Assumed Valid","",,""
,"Marasmius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: iv","","","",,""
,"volkensii",,"",,"",,"Marasmius volkensii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: iv","","","",,""
,"Marasmius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 993","","","",,""
,"volkensii",,"",,"",,"Marasmius volkensii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 993","","","",,""
,"Marasmius",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 109","","","",,""
,"volkensii",,"",,"",,"Marasmius volkensii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 109","","","",,""
,"Mycosphaerella",,"",,"",,"","","","","","","","","","","Genus","Earle","",,"Index Fungorum","","","",,""
,"wagnerae",,"",,"",,"Mycosphaerella wagnerae","","","","","","","","","","Species","Earle","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Mycosphaerella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXII: 142","","","",,""
,"wagnerae",,"",,"",,"Mycosphaerella wagnerae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXII: 142","","","",,""
,"Phaeosphaerella",,"",,"",,"","","","","","","","","","","Genus","F. Stevens","",,"Bulletin of the Bernice P. Bishop Museum, Honolulu, Hawaii,  19: 105 (1925)","","","",,""
,"dianellae",,"",,"",,"Phaeosphaerella dianellae","","","","","","","","","","Species","F. Stevens","ICBN",,"Bulletin of the Bernice P. Bishop Museum, Honolulu, Hawaii,  19: 105 (1925)","","Assumed Valid","",,""
,"Phaeosphaerella",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 361","","","",,""
,"dianellae",,"",,"",,"Phaeosphaerella dianellae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 361","","","",,""
,"Poria",,"",,"",,"","","","","","","","","","","Genus","Ramsb.","",,"Index Fungorum","","","",,""
,"gibbsiae",,"",,"",,"Poria gibbsiae","","","","","","","","","","Species","Ramsb.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Poria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXIII: 417","","","",,""
,"gibbsiae",,"",,"",,"Poria gibbsiae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXIII: 417","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","DC.","",,"Index Fungorum","","","",,""
,"globulariae",,"",,"",,"Puccinia globulariae","","","","","","","","","","Species","DC.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VII: 689","","","",,""
,"globulariae",,"",,"",,"Puccinia globulariae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VII: 689","","","",,""
,"Puccinia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 311","","","",,""
,"globulariae",,"",,"",,"Puccinia globulariae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 311","","","",,""
,"Ramularia",,"",,"",,"","","","","","","","","","","Genus","P. Karst.","",,"Index Fungorum","","","",,""
,"epilobii",,"",,"",,"Ramularia epilobii","","","","","","","","","","Species","P. Karst.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ramularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XI: 603","","","",,""
,"epilobii",,"",,"",,"Ramularia epilobii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XI: 603","","","",,""
,"Ramularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 317","","","",,""
,"epilobii",,"",,"",,"Ramularia epilobii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 317","","","",,""
,"Ramularia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 550","","","",,""
,"epilobii",,"",,"",,"Ramularia epilobii","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 550","","","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","Bubák & Kabát","",,"Hedwigia,  43: 420 (1904)","","","",,""
,"divergens",,"",,"",,"Septoria divergens","","","","","","","","","","Species","Bubák & Kabát","ICBN",,"Hedwigia,  43: 420 (1904)","","Assumed Valid","",,""
,"Septoria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 391","","","",,""
,"divergens",,"",,"",,"Septoria divergens","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 391","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","Cooke","",,"Index Fungorum","","","",,""
,"surrecta",,"",,"",,"Sphaeria surrecta","","","","","","","","","","Species","Cooke","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 144","","","",,""
,"surrecta",,"",,"",,"Sphaeria surrecta","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 144","","","",,""
,"Sphaeria",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 383","","","",,""
,"surrecta",,"",,"",,"Sphaeria surrecta","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 383","","","",,""
,"Stereum",,"",,"",,"","","","","","","","","","","Genus","Berk. & M.A. Curtis","",,"Hooker's Journal of Botany and Kew Gardens Miscellany,  1: 238 (1849)","","","",,""
,"calyculus",,"",,"",,"Stereum calyculus","","","","","","","","","","Species","Berk. & M.A. Curtis","ICBN",,"Hooker's Journal of Botany and Kew Gardens Miscellany,  1: 238 (1849)","","Assumed Valid","",,""
,"Stereum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. VI: 554","","","",,""
,"calyculus",,"",,"",,"Stereum calyculus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. VI: 554","","","",,""
,"Stereum",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 1026","","","",,""
,"calyculus",,"",,"",,"Stereum calyculus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 1026","","","",,""
,"Uromyces",,"",,"",,"","","","","","","","","","","Genus","Neger","",,"Index Fungorum","","","",,""
,"circumscriptus",,"",,"",,"Uromyces circumscriptus","","","","","","","","","","Species","Neger","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Uromyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIV: 280","","","",,""
,"circumscriptus",,"",,"",,"Uromyces circumscriptus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIV: 280","","","",,""
,"Uromyces",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 1076","","","",,""
,"circumscriptus",,"",,"",,"Uromyces circumscriptus","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 1076","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","Pass.","",,"Index Fungorum","","","",,""
,"alaterni",,"",,"",,"Phyllosticta alaterni","","","","","","","","","","Species","Pass.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 287","","","",,""
,"alaterni",,"",,"",,"Phyllosticta alaterni","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 287","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. X: 111","","","",,""
,"alaterni",,"",,"",,"Phyllosticta alaterni","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. X: 111","","","",,""
,"Phyllosticta",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 551","","","",,""
,"alaterni",,"",,"",,"Phyllosticta alaterni","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 551","","","",,""
,"Tilletia",,"",,"",,"","","","","","","","","","","Genus","Kellerm. & Swingle","",,"Index Fungorum","","","",,""
,"buchloëana",,"",,"",,"Tilletia buchloeana","","","","","","","","","","Species","Kellerm. & Swingle","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Tilletia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 286","","","",,""
,"buchloëana",,"",,"",,"Tilletia buchloeana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 286","","","",,""
,"Tilletia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 781","","","",,""
,"buchloëana",,"",,"",,"Tilletia buchloeana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 781","","","",,""
,"Tilletia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XX: 952","","","",,""
,"buchloëana",,"",,"",,"Tilletia buchloeana","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XX: 952","","","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","Schwein.","",,"Transactions of the Amer. Phil. Soc., New Series 4(2): 234 (1832)","","","",,""
,"asclepiadis",,"",,"",,"Dothidea asclepiadis","","","","","","","","","","Species","Schwein.","ICBN",,"Transactions of the Amer. Phil. Soc., New Series 4(2): 234 (1832)","","Assumed Valid","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. II: 617","","","",,""
,"asclepiadis",,"",,"",,"Dothidea asclepiadis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. II: 617","","","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XV: 127","","","",,""
,"asclepiadis",,"",,"",,"Dothidea asclepiadis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XV: 127","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","Bubák","",,"Index Fungorum","","","",,""
,"velenovskyi",,"",,"",,"Aecidium velenovskyi","","","","","","","","","","Species","Bubák","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 342","","","",,""
,"velenovskyi",,"",,"",,"Aecidium velenovskyi","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 342","","","",,""
,"Aecidium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 24","","","",,""
,"velenovskyi",,"",,"",,"Aecidium velenovskyi","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 24","","","",,""
,"Amerosporium",,"",,"",,"","","","","","","","","","","Genus","Baudyš & Picb.","",,"Index Fungorum","","","",,""
,"violae",,"",,"",,"Amerosporium violae","","","","","","","","","","Species","Baudyš & Picb.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Amerosporium",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XXVI: 1200","","","",,""
,"violae",,"",,"",,"Amerosporium violae","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XXVI: 1200","","","",,""
,"Boletus",,"",,"",,"","","","","","","","","","","Genus","Henn.","",,"Index Fungorum","","","",,""
,"tjibodensis",,"",,"",,"Boletus tjibodensis","","","","","","","","","","Species","Henn.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Boletus",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVI: 141","","","",,""
,"tjibodensis",,"",,"",,"Boletus tjibodensis","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVI: 141","","","",,""
,"Ceuthospora",,"",,"",,"","","","","","","","","","","Genus","Penz.","",,"Index Fungorum","","","",,""
,"phacidioides",,"",,"",,"","","","","","","","","","","Species","Penz.","",,"Index Fungorum","","","",,""
,"citri",,"",,"",,"Ceuthospora phacidioides var. citri","","","","","","","","","","Variety","Penz.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Ceuthospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. III: 278","","","",,""
,"phacidioides",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. III: 278","","","",,""
,"citri",,"",,"",,"Ceuthospora phacidioides var. citri","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. III: 278","","","",,""
,"Ceuthospora",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 260","","","",,""
,"phacidioides",,"",,"",,"","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 260","","","",,""
,"citri",,"",,"",,"Ceuthospora phacidioides var. citri","","","","","","","","","","Variety","","",,"Saccardo's Syll. fung. XIX: 260","","","",,""
,"Delpontia",,"",,"",,"","","","","","","","","","","Genus","Penz. & Sacc.","",,"Malpighia,  15: 220 (1901)","","","",,""
,"pulchella",,"",,"",,"Delpontia pulchella","","","","","","","","","","Species","Penz. & Sacc.","ICBN",,"Malpighia,  15: 220 (1901)","","Assumed Valid","",,""
,"Delpontia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XVIII: 151","","","",,""
,"pulchella",,"",,"",,"Delpontia pulchella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XVIII: 151","","","",,""
,"Delpontia",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XIX: 555","","","",,""
,"pulchella",,"",,"",,"Delpontia pulchella","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XIX: 555","","","",,""
,"Diaporthe",,"",,"",,"","","","","","","","","","","Genus","Cooke & Harkn.","",,"Index Fungorum","","","",,""
,"gorgonoidea",,"",,"",,"Diaporthe gorgonoidea","","","","","","","","","","Species","Cooke & Harkn.","ICBN",,"Index Fungorum","","Assumed Valid","",,""
,"Diaporthe",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 109","","","",,""
,"gorgonoidea",,"",,"",,"Diaporthe gorgonoidea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. addit. vol. I-IV: 109","","","",,""
,"Diaporthe",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. IX: 713","","","",,""
,"gorgonoidea",,"",,"",,"Diaporthe gorgonoidea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. IX: 713","","","",,""
,"Diaporthe",,"",,"",,"","","","","","","","","","","Genus","","",,"Saccardo's Syll. fung. XII: 186","","","",,""
,"gorgonoidea",,"",,"",,"Diaporthe gorgonoidea","","","","","","","","","","Species","","",,"Saccardo's Syll. fung. XII: 186","","","",,""
,"Dothidea",,"",,"",,"","","","","","","","","","","Genus","Massee","",,"Index Fungorum","","","",,""
,"lichenicola",,"",,"",,"Dothidea lichenicola","","","","","","","","","","Species","Massee","ICBN",,"Index Fungorum","","Assumed Valid","",,""
